,gene_numb,rxn_numb,aerobic_growth,aerobic_rxns,anaerobic_growth,anaerobic_rxns,type
GCA_001670325.1_ASM167032v1_genomic,1094,3982,0.0859566115908294,480,0.0227737517676687,474,Wine
GCA_001670355.1_ASM167035v1_genomic,1092,3980,0.0859566115908291,493,0.0227737517676687,462,Wild
GCA_001670385.1_ASM167038v1_genomic,1094,3980,0.085956611590829,477,0.0227737517676687,485,Wine
GCA_001670415.1_ASM167041v1_genomic,1093,3979,0.0879398747951289,484,0.0227737517676686,470,Wine
GCA_001670845.1_ASM167084v1_genomic,1096,3981,0.0879398747951287,497,0.0227737517676687,485,Wine
GCA_001670935.1_ASM167093v1_genomic,1094,3983,0.0859566115908285,500,0.0227737517676687,457,Wine
GCA_001670965.1_ASM167096v1_genomic,1094,3984,0.0859566115908294,476,0.0227737517676686,473,Wine
GCA_001670995.1_ASM167099v1_genomic,1095,3979,0.0859565303278979,506,0.0227737517676686,474,Wine
GCA_001671025.1_ASM167102v1_genomic,1092,3981,0.0859566115908293,508,0.0227737517676686,467,Wine
GCA_001671055.1_ASM167105v1_genomic,1091,3977,0.0859566115908288,473,0.0227737517676687,482,Wine
GCA_001671085.1_ASM167108v1_genomic,1094,3983,0.0859565303278981,494,0.0227737517676687,488,Wine
GCA_001671115.1_ASM167111v1_genomic,1093,3981,0.0859566115908291,475,0.0227737517676687,485,Wine
GCA_001671165.1_ASM167116v1_genomic,1097,3988,0.0879398747951289,456,0.0227737517676687,489,Wine
GCA_001671195.1_ASM167119v1_genomic,1094,3982,0.0859566115908277,503,0.0227737517676686,479,Wine
GCA_001671225.1_ASM167122v1_genomic,1092,3977,0.0859566115908288,473,0.0227737517676687,482,Wine
GCA_001671255.1_ASM167125v1_genomic,1092,3976,0.0879397870694553,500,0.0227737517676686,468,Wine
GCA_001671285.1_ASM167128v1_genomic,1093,3981,0.0859565303278979,494,0.0227737517676686,480,Wine
GCA_001671315.1_ASM167131v1_genomic,1091,3979,0.0879397870694538,527,0.0227737517676686,463,Wine
GCA_001671345.1_ASM167134v1_genomic,1094,3984,0.0879398747951289,475,0.0227737517676687,467,Wine
GCA_001671375.1_ASM167137v1_genomic,1093,3980,0.0879398747951287,488,0.0227737517676686,483,Wine
GCA_001671405.1_ASM167140v1_genomic,1089,3959,0.0859565303278976,517,0.0227737517676687,480,Wine
GCA_001671435.1_ASM167143v1_genomic,1095,3983,0.0,20,0.0,0,Wine
GCA_001671565.1_ASM167156v1_genomic,1091,3980,0.0859565303278974,522,0.0227737517676687,446,Wine
GCA_001671595.1_ASM167159v1_genomic,1091,3981,0.0859565303278977,507,0.0227737517676687,454,Wine
GCA_001671625.1_ASM167162v1_genomic,1097,3984,0.0879398747951281,492,0.0227737517676687,486,Wine
GCA_001671655.1_ASM167165v1_genomic,1093,3977,0.0859566115908294,463,0.0227737517676686,477,Wine
GCA_001671685.1_ASM167168v1_genomic,1093,3978,0.0879398747951289,490,0.0227737517676686,453,Wine
GCA_001671715.1_ASM167171v1_genomic,1093,3982,0.0859566115908294,480,0.0227737517676687,474,Wine
GCA_001671745.1_ASM167174v1_genomic,1096,3986,0.0879398747951285,487,0.0227737517676686,450,Wine
GCA_001671775.1_ASM167177v1_genomic,1093,3979,0.0859566115908297,513,0.0227737517676686,493,Wine
GCA_001671805.1_ASM167180v1_genomic,1093,3964,0.0859566115908291,481,0.0227737517676689,481,Wine
GCA_001671835.1_ASM167183v1_genomic,1095,3983,0.0879398747951279,488,0.0227737517676686,434,Wine
GCA_001671865.1_ASM167186v1_genomic,1090,3976,0.0,54,0.0,0,Wine
GCA_001671895.1_ASM167189v1_genomic,1093,3982,0.0859566115908294,503,0.0227737517676687,478,Wine
GCA_001671925.1_ASM167192v1_genomic,1095,3983,0.0879397870694553,477,0.0227737517676686,473,Wine
GCA_001671955.1_ASM167195v1_genomic,1093,3981,0.0859566115908292,467,0.0227737517676687,482,Wine
GCA_001671985.1_ASM167198v1_genomic,1092,3981,0.0859566115908294,484,0.0227737517676687,486,Wine
GCA_001735825.1_ASM173582v1_genomic,1091,3983,0.0,32,0.0,106,Wild
GCA_001737145.2_ASM173714v2_genomic,1098,3987,0.0879397870694553,500,0.0227737517676686,467,Wild
GCA_001737155.1_ASM173715v1_genomic,1093,3985,0.0879398747951278,482,0.0227737517676687,471,Wild
GCA_001737165.1_ASM173716v1_genomic,1101,3998,0.0879398747951289,492,0.0227737517676686,487,Wild
GCA_001737175.1_ASM173717v1_genomic,1093,3985,0.0879398747951289,558,0.0227737517676685,494,Wild
GCA_001737265.1_ASM173726v1_genomic,1097,3988,0.0879397870694552,506,0.0227737517676688,452,Wild
GCA_001737275.1_ASM173727v1_genomic,1097,3988,0.0879398747951289,491,0.0227737517676686,481,Wild
GCA_001737285.1_ASM173728v1_genomic,1098,3988,0.0879398747951283,471,0.0227737517676686,476,Wine
GCA_001737295.2_ASM173729v2_genomic,1101,3986,0.0879398747951285,462,0.0227737517676686,491,Wine
GCA_001737385.2_ASM173738v2_genomic,1101,3988,0.0879397870694559,494,0.0227737517676686,458,Wine
GCA_001737395.2_ASM173739v2_genomic,1106,3991,0.0879398747951289,538,0.0227737517676686,478,Wine
GCA_001737415.2_ASM173741v2_genomic,1100,3986,0.087939874795128,503,0.0227737517676686,470,Wine
GCA_001737445.2_ASM173744v2_genomic,1095,3987,0.0879397870694559,504,0.0227737517676686,479,Wine
GCA_001737505.2_ASM173750v2_genomic,1098,3988,0.0879397870694559,515,0.0227737517676687,447,Wine
GCA_001737515.2_ASM173751v2_genomic,1083,3974,0.0879397870694559,496,0.0227737517676686,462,Wine
GCA_001737535.2_ASM173753v2_genomic,1101,3988,0.0879398747951268,493,0.0227737517676685,472,Wine
GCA_001737545.2_ASM173754v2_genomic,1104,3992,0.0879397870694559,499,0.0227737517676687,470,Wine
GCA_001737625.2_ASM173762v2_genomic,1100,3988,0.0879397870694559,515,0.0227737517676687,447,Wine
GCA_001737635.2_ASM173763v2_genomic,1093,3981,0.0,29,0.0,0,Wine
GCA_001737645.2_ASM173764v2_genomic,1103,3993,0.08793984293641,505,0.0227737517676686,483,Wine
GCA_001737655.2_ASM173765v2_genomic,1100,3985,0.0879398747951286,469,0.0227737517676687,457,Wine
GCA_001737745.2_ASM173774v2_genomic,1098,3987,0.087939874795128,489,0.0227737517676686,453,Wine
GCA_001737755.2_ASM173775v2_genomic,1100,3989,0.0879398747951279,497,0.0227737517676687,479,Wine
GCA_001737765.2_ASM173776v2_genomic,1099,3987,0.087939874795128,489,0.0227737517676686,453,Wine
GCA_001737785.2_ASM173778v2_genomic,1099,3987,0.0879398747951279,462,0.0227737517676687,493,Wine
GCA_001737865.2_ASM173786v2_genomic,1101,3989,0.087939874795128,497,0.0227737517676686,475,Wine
GCA_001737875.1_ASM173787v1_genomic,1099,3988,0.0879398747951289,483,0.0227737517676686,469,Unknown
GCA_001737885.1_ASM173788v1_genomic,1098,3989,0.0879398747951289,496,0.0227737517676687,458,Unknown
GCA_001737895.1_ASM173789v1_genomic,1090,3984,0.087939874795129,473,0.0227737517676686,461,Unknown
GCA_001737985.1_ASM173798v1_genomic,1088,3981,0.0879398429364089,504,0.0227737517676687,468,Unknown
GCA_001737995.1_ASM173799v1_genomic,1092,3984,0.0879397870694547,511,0.0227737517676686,468,Unknown
GCA_001738005.1_ASM173800v1_genomic,1093,3986,0.0879397870694559,483,0.0227737517676687,480,Unknown
GCA_001738015.1_ASM173801v1_genomic,1093,3987,0.087939874795128,507,0.0227737517676686,458,Unknown
GCA_001738105.1_ASM173810v1_genomic,1100,3988,0.0879398747951276,498,0.0227737517676686,463,Unknown
GCA_001738115.1_ASM173811v1_genomic,1094,3985,0.0879398747951288,480,0.0227737517676687,495,Unknown
GCA_001738125.1_ASM173812v1_genomic,1101,3989,0.087939874795128,497,0.0227737517676686,475,Unknown
GCA_001738135.2_ASM173813v2_genomic,1096,3986,0.0879397870694555,521,0.0227737517676686,495,Unknown
GCA_001738225.1_ASM173822v1_genomic,1094,3981,0.0879398747951282,498,0.0227737517676686,458,Sake
GCA_001738235.1_ASM173823v1_genomic,1092,3983,0.0879398747951283,484,0.0227737517676686,476,Sake
GCA_001738255.1_ASM173825v1_genomic,1091,3981,0.0879398747951289,497,0.0227737517676686,450,Sake
GCA_001738265.1_ASM173826v1_genomic,1090,3983,0.0879397870694553,515,0.0227737517676688,485,Sake
GCA_001738345.1_ASM173834v1_genomic,1088,3983,0.0879397870694559,517,0.0227737517676687,467,Sake
GCA_001738355.1_ASM173835v1_genomic,1105,3989,0.0879398426798089,477,0.0227737517676686,455,Sake
GCA_001738375.1_ASM173837v1_genomic,1090,3978,0.0879398747951292,474,0.0227737517676688,479,Sake
GCA_001738395.1_ASM173839v1_genomic,1100,3987,0.0,29,0.0,0,Lab
GCA_001738465.1_ASM173846v1_genomic,1096,3984,0.0879398429364098,500,0.0227737517676686,475,Lab
GCA_001738485.1_ASM173848v1_genomic,1097,3989,0.0,165,0.0,146,Bakery
GCA_001738495.1_ASM173849v1_genomic,1092,3987,0.0879397870694555,521,0.0227737517676687,479,Bakery
GCA_001738515.1_ASM173851v1_genomic,1095,3990,0.0879397870694557,501,0.0227737517676686,487,Bakery
GCA_001738585.1_ASM173858v1_genomic,1094,3986,0.0879398747951287,480,0.0227737517676686,486,Bakery
GCA_001738595.1_ASM173859v1_genomic,1099,3982,0.0879398747951283,483,0.0227737517676686,488,Bioethanol
GCA_001738605.1_ASM173860v1_genomic,1100,3999,0.0879397870694559,518,0.0227737517676686,474,Bioethanol
GCA_001738615.1_ASM173861v1_genomic,1099,3999,0.0879397870694559,518,0.0227737517676686,474,Bioethanol
GCA_001738705.1_ASM173870v1_genomic,1103,3990,0.0879398747951289,500,0.0227737517676687,449,Bioethanol
GCA_001738715.1_ASM173871v1_genomic,1100,3999,0.0879397870694559,518,0.0227737517676686,474,Bioethanol
GCA_001738725.1_ASM173872v1_genomic,1083,3973,0.0,41,0.0,0,Beer
GCA_001738755.1_ASM173875v1_genomic,1090,3979,0.0879397870694557,513,0.0227737517676687,483,Beer
GCA_001738825.1_ASM173882v1_genomic,1084,3975,0.0879397870694558,522,0.0227737517676686,447,Beer
GCA_001738835.1_ASM173883v1_genomic,1081,3974,0.0879398747951289,493,0.0227737517676687,475,Beer
GCA_001738845.1_ASM173884v1_genomic,1081,3974,0.0879398747951286,500,0.0227737517676687,464,Beer
GCA_001738855.1_ASM173885v1_genomic,1098,3985,0.0879398747951281,505,0.0227737517676686,468,Beer
GCA_001738945.1_ASM173894v1_genomic,1098,3983,0.0859565303278977,506,0.0227737517676686,463,Beer
GCA_001738955.1_ASM173895v1_genomic,1098,3980,0.0879398747951285,486,0.0227737517676686,473,Beer
GCA_001738965.1_ASM173896v1_genomic,1088,3981,0.0879398747951281,508,0.0227737517676686,491,Beer
GCA_001738985.1_ASM173898v1_genomic,1087,3977,0.0879397870694561,526,0.0227737517676687,468,Beer
GCA_001739065.1_ASM173906v1_genomic,1104,3990,0.0879398747951289,507,0.0227737517676687,460,Beer
GCA_001739075.1_ASM173907v1_genomic,1097,3984,0.0879398747951283,501,0.0227737517676687,472,Beer
GCA_001739095.1_ASM173909v1_genomic,1085,3980,0.0879398429364088,496,0.0227737517676686,476,Beer
GCA_001739105.1_ASM173910v1_genomic,1086,3978,0.0,46,0.0,0,Beer
GCA_001739185.1_ASM173918v1_genomic,1100,3988,0.0879397870694559,515,0.0227737517676687,447,Beer
GCA_001739215.1_ASM173921v1_genomic,1083,3983,0.0879397870694541,478,0.0227737517676688,470,Beer
GCA_001739225.1_ASM173922v1_genomic,1097,3987,0.0879397870694559,501,0.0227737517676687,447,Beer
GCA_001739235.1_ASM173923v1_genomic,1102,3988,0.0,90,0.0,115,Beer
GCA_001739305.1_ASM173930v1_genomic,1096,3984,0.0879397870694559,501,0.0227737517676686,477,Beer
GCA_001739335.1_ASM173933v1_genomic,1097,3984,0.0879397870694559,484,0.0227737517676686,451,Beer
GCA_001739345.1_ASM173934v1_genomic,1083,3977,0.0879398747951285,471,0.0227737517676686,479,Beer
GCA_001739355.1_ASM173935v1_genomic,1090,3983,0.0879397870694562,504,0.0227737517676687,490,Beer
GCA_001739425.1_ASM173942v1_genomic,1099,3988,0.0879398747951289,456,0.0227737517676687,489,Beer
GCA_001739455.1_ASM173945v1_genomic,1088,3980,0.0879398429364091,483,0.0227737517676686,485,Beer
GCA_001739475.1_ASM173947v1_genomic,1089,3988,0.0879398429364096,505,0.0227737517676686,477,Beer
GCA_001739495.1_ASM173949v1_genomic,1092,3988,0.0879398747951289,456,0.0227737517676687,489,Beer
GCA_001739545.1_ASM173954v1_genomic,1089,3985,0.087939787069455,510,0.0227737517676687,479,Beer
GCA_001739575.1_ASM173957v1_genomic,1089,3985,0.0879397870694544,501,0.0227737517676686,454,Beer
GCA_001739595.1_ASM173959v1_genomic,1084,3979,0.0879398747951277,513,0.0227737517676686,474,Beer
GCA_001739625.1_ASM173962v1_genomic,1087,3983,0.0859565817157091,520,0.0227737517676685,481,Beer
GCA_001739665.1_ASM173966v1_genomic,1082,3976,0.0879397870694558,496,0.0227737517676687,444,Beer
GCA_001739695.1_ASM173969v1_genomic,1082,3973,0.0,51,0.0,0,Beer
GCA_001739705.1_ASM173970v1_genomic,1086,3976,0.0879398429364093,493,0.0227737517676687,470,Beer
GCA_001739735.1_ASM173973v1_genomic,1085,3982,0.0,29,0.0,0,Beer
GCA_001739775.1_ASM173977v1_genomic,1081,3976,0.0879398747951289,485,0.0227737517676686,461,Beer
GCA_001739815.1_ASM173981v1_genomic,1081,3974,0.0,50,0.0,0,Beer
GCA_001739825.1_ASM173982v1_genomic,1084,3974,0.0,102,0.0,114,Beer
GCA_001739845.1_ASM173984v1_genomic,1082,3977,0.0879398747951285,471,0.0227737517676686,479,Beer
GCA_001739865.1_ASM173986v1_genomic,1088,3976,0.0879398747951286,457,0.0227737517676687,484,Beer
GCA_001739935.1_ASM173993v1_genomic,1097,3990,0.0879398747951277,492,0.0227737517676686,478,Beer
GCA_001739945.1_ASM173994v1_genomic,1102,3990,0.087939874795128,497,0.0227737517676686,470,Beer
GCA_001739965.1_ASM173996v1_genomic,1091,3984,0.0879398747951288,480,0.0227737517676687,495,Beer
GCA_001739995.1_ASM173999v1_genomic,1080,3971,0.0,31,0.0,0,Beer
GCA_001740055.1_ASM174005v1_genomic,1100,3988,0.0879397870694556,517,0.0227737517676687,497,Beer
GCA_001740075.1_ASM174007v1_genomic,1088,3980,0.0879397870694556,490,0.0227737517676687,475,Beer
GCA_001740095.1_ASM174009v1_genomic,1086,3975,0.0,48,0.0,44,Beer
GCA_001740115.1_ASM174011v1_genomic,1088,3979,0.0879397870694558,499,0.0227737517676687,487,Beer
GCA_001740175.1_ASM174017v1_genomic,1087,3981,0.0879398747951281,508,0.0227737517676686,491,Beer
GCA_001740185.1_ASM174018v1_genomic,1088,3974,0.0879397870694559,490,0.0227737517676686,450,Beer
GCA_001740205.1_ASM174020v1_genomic,1087,3976,0.0879398747951283,504,0.0227737517676686,473,Beer
GCA_001740225.1_ASM174022v1_genomic,1102,3987,0.0879398429364092,499,0.0227737517676686,486,Beer
GCA_001740295.1_ASM174029v1_genomic,1087,3982,0.087939787069456,499,0.0227737517676687,447,Beer
GCA_001740305.1_ASM174030v1_genomic,1079,3974,0.0,24,0.0,0,Beer
GCA_001740325.1_ASM174032v1_genomic,1088,3976,0.0879398429364093,493,0.0227737517676687,470,Beer
GCA_001740345.1_ASM174034v1_genomic,1086,3977,0.087939874795128,503,0.0227737517676687,464,Beer
GCA_001740415.1_ASM174041v1_genomic,1083,3976,0.0879398747951289,487,0.0227737517676687,455,Beer
GCA_001740425.1_ASM174042v1_genomic,1087,3983,0.0859565817157089,472,0.0227737517676685,468,Beer
GCA_001740445.1_ASM174044v1_genomic,1082,3976,0.0879398747951284,482,0.0227737517676687,476,Beer
GCA_001740455.1_ASM174045v1_genomic,1081,3975,0.0,50,0.0,0,Beer
GCA_001740535.1_ASM174053v1_genomic,1095,3988,0.0879398747951289,456,0.0227737517676687,489,Beer
GCA_001740545.1_ASM174054v1_genomic,1083,3972,0.0879397870694557,515,0.0227737517676686,482,Beer
GCA_001740565.1_ASM174056v1_genomic,1087,3982,0.0879398429364098,484,0.0227737517676687,474,Beer
GCA_001740575.1_ASM174057v1_genomic,1099,3988,0.0,90,0.0,115,Beer
GCA_001740655.1_ASM174065v1_genomic,1098,3987,0.0,78,0.0,110,Beer
GCA_001740665.1_ASM174066v1_genomic,1092,3984,0.0879398747951288,480,0.0227737517676687,495,Beer
GCA_001740675.1_ASM174067v1_genomic,1090,3980,0.0879398429364091,483,0.0227737517676686,485,Beer
GCA_001740705.1_ASM174070v1_genomic,1088,3983,0.0879398429364104,497,0.0227737517676687,443,Beer
GCA_001740775.1_ASM174077v1_genomic,1088,3979,0.0879398429364097,482,0.0227737517676686,449,Beer
GCA_001740785.1_ASM174078v1_genomic,1099,3985,0.0879397870694559,517,0.0227737517676688,492,Beer
GCA_001740795.1_ASM174079v1_genomic,1100,3988,0.0879397870694559,515,0.0227737517676687,447,Beer
GCA_001740805.1_ASM174080v1_genomic,1095,3984,0.0879397870694555,488,0.0227737517676687,470,Beer
GCA_001740895.1_ASM174089v1_genomic,1093,3987,0.0879397870694552,496,0.0227737517676686,468,Beer
GCA_001740905.1_ASM174090v1_genomic,1097,3987,0.087939874795128,489,0.0227737517676686,453,Beer
GCA_001740915.1_ASM174091v1_genomic,1100,3991,0.087939787069456,484,0.0227737517676687,454,Beer
GCA_001740925.1_ASM174092v1_genomic,1101,3989,0.0879397870694557,491,0.0227737517676687,469,Beer
GCA_001741015.1_ASM174101v1_genomic,1099,3987,0.0,78,0.0,110,Beer
GCA_001741025.1_ASM174102v1_genomic,1092,3987,0.087939874795129,517,0.0227737517676686,482,Beer
GCA_001741035.1_ASM174103v1_genomic,1094,3988,0.0879397870694554,518,0.0227737517676686,499,Beer
GCA_001741045.1_ASM174104v1_genomic,1101,3989,0.087939874795128,497,0.0227737517676686,475,Beer
GCA_001741135.1_ASM174113v1_genomic,1099,3990,0.0,39,0.0,118,Beer
GCA_001741145.1_ASM174114v1_genomic,1093,3987,0.0879398429364098,498,0.0227737517676686,462,Beer
GCA_001741165.1_ASM174116v1_genomic,1098,3985,0.0879397870694559,517,0.0227737517676688,492,Beer
GCA_001741195.1_ASM174119v1_genomic,1097,3984,0.0879397870694556,519,0.0227737517676687,492,Beer
GCA_001741255.1_ASM174125v1_genomic,1085,3976,0.0879398429364088,511,0.0227737517676687,464,Beer
GCA_001741285.1_ASM174128v1_genomic,1101,3988,0.0,20,0.0,161,Beer
GCA_001741295.1_ASM174129v1_genomic,1094,3986,0.0879398747951287,480,0.0227737517676686,486,Beer
GCA_001741305.1_ASM174130v1_genomic,1093,3989,0.0879398747951289,469,0.0227737517676687,482,Beer
GCA_001741375.1_ASM174137v1_genomic,1089,3986,0.0879398747951286,494,0.0227737517676686,452,Beer
GCA_001741405.1_ASM174140v1_genomic,1098,3987,0.087939874795128,489,0.0227737517676686,453,Beer
GCA_001741415.1_ASM174141v1_genomic,1099,3986,0.0879398747951283,500,0.0227737517676686,490,Beer
GCA_001741425.1_ASM174142v1_genomic,1088,3984,0.087939787069456,496,0.0227737517676687,449,Beer
GCA_001741495.1_ASM174149v1_genomic,1100,3988,0.0879398747951289,456,0.0227737517676687,489,Beer
GCA_001741525.1_ASM174152v1_genomic,1086,3982,0.0879398747951284,497,0.0227737517676686,453,Beer
GCA_001741535.1_ASM174153v1_genomic,1088,3977,0.0879398747951285,471,0.0227737517676686,479,Beer
GCA_001741555.1_ASM174155v1_genomic,1086,3981,0.0859565303278977,491,0.0227737517676686,489,Beer
GCA_001741605.1_ASM174160v1_genomic,1086,3977,0.0879398747951285,471,0.0227737517676686,479,Beer
GCA_001741685.1_ASM174168v1_genomic,1097,3988,0.0879398747951286,473,0.0227737517676686,453,Beer
GCA_001741695.1_ASM174169v1_genomic,1090,3984,0.0745947312261798,475,0.0216423732272991,494,Beer
GCA_001741705.1_ASM174170v1_genomic,1100,3987,0.0,78,0.0,110,Beer
GCA_001741725.1_ASM174172v1_genomic,1103,3985,0.0879398747951289,492,0.0227737517676687,457,Beer
GCA_001741805.1_ASM174180v1_genomic,1091,3979,0.087939842936409,506,0.0227737517676687,438,Beer
GCA_001741815.1_ASM174181v1_genomic,1102,3987,0.0879398747951286,497,0.0227737517676687,479,Beer
GCA_001750485.1_S_cerevisiae_GUJ105_v1_genomic,1091,3992,0.0879398747951279,480,0.0227737517676686,485,Unknown
GCA_001932575.1_CTBEBG1_genomic,1098,3987,0.0879398747951283,500,0.0227737517676685,467,Wild
GCA_001937245.1_ASM193724v1_genomic,1108,3993,0.0879397870694549,512,0.0227737517676686,471,Unknown
GCA_002163515.1_ASM216351v1_genomic,1103,3989,0.0,90,0.0,45,Lab
GCA_002214855.1_ASM221485v1_genomic,1088,3974,0.0,106,0.0219615831642828,471,Fermentation
GCA_002271945.1_S_cerevisiae_Y12_v1_genomic,1085,3954,0.0,33,0.0,0,Unknown
GCA_002804325.1_ASM280432v1_genomic,1089,3978,0.0,53,0.0,0,Wine
GCA_002807125.1_S_cerevisiae_SPSC01_v1_genomic,1073,3969,0.0,30,0.0,0,Unknown
GCA_002933895.1_ASM293389v1_genomic,1094,3984,0.0879397870694556,499,0.0227737517676687,489,Unknown
GCA_003020065.1_ASM302006v1_genomic,1097,3978,0.0879397870694555,474,0.0227737517676685,497,Unknown
GCA_003046695.1_ASM304669v1_genomic,1097,3988,0.0879397870694559,494,0.0227737517676686,458,Wine
GCA_003046715.1_ASM304671v1_genomic,1080,3974,0.0,30,0.0,0,Wine
GCA_003046745.1_ASM304674v1_genomic,1091,3986,0.087939874795128,503,0.0227737517676686,470,Wine
GCA_003086655.1_ASM308665v1_genomic,1101,3986,0.0,35,0.0,0,Lab
GCA_003270095.1_ASM327009v1_genomic,1100,3999,0.0879397870694557,502,0.0227737517676686,481,Wild
GCA_003270135.1_ASM327013v1_genomic,1092,3982,0.0879397870694556,514,0.0227737517676686,467,Fermentation
GCA_003270145.1_ASM327014v1_genomic,1080,3974,0.0,22,0.0,0,Fermentation
GCA_003270175.1_ASM327017v1_genomic,1097,3998,0.0879398747951279,494,0.0227737517676686,489,Fermentation
GCA_003270185.1_ASM327018v1_genomic,1094,3990,0.0879398747951288,487,0.0227737517676687,482,Fermentation
GCA_003270205.1_ASM327020v1_genomic,1083,3977,0.0,114,0.0,53,Fermentation
GCA_003270245.1_ASM327024v1_genomic,1096,3989,0.087939874795128,497,0.0227737517676686,475,Fermentation
GCA_003270305.1_ASM327030v1_genomic,1097,3999,0.0879398747951283,453,0.0227737517676686,482,Fermentation
GCA_003270315.1_ASM327031v1_genomic,1095,3998,0.0879398747951277,510,0.0227737517676684,468,Fermentation
GCA_003270325.1_ASM327032v1_genomic,1094,3989,0.087939874795128,497,0.0227737517676686,475,Fermentation
GCA_003270335.1_ASM327033v1_genomic,1090,3984,0.0879398747951289,489,0.0227737517676687,480,Fermentation
GCA_003270425.1_ASM327042v1_genomic,1093,3986,0.087939874795128,503,0.0227737517676686,470,Fermentation
GCA_003270435.1_ASM327043v1_genomic,1093,3988,0.0879398747951277,490,0.0227737517676687,477,Fermentation
GCA_003270455.1_ASM327045v1_genomic,1097,3989,0.0879398747951289,501,0.0227737517676686,489,Fermentation
GCA_003270465.1_ASM327046v1_genomic,1093,3988,0.0879398747951289,459,0.0227737517676686,480,Wild
GCA_003270535.1_ASM327053v1_genomic,1091,3984,0.0879398747951286,504,0.0227737517676687,475,Wild
GCA_003270565.1_ASM327056v1_genomic,1095,4000,0.0879397870694553,479,0.0227737517676687,469,Wild
GCA_003270575.1_ASM327057v1_genomic,1097,3987,0.0879398747951285,469,0.0227737517676687,477,Wine
GCA_003270595.1_ASM327059v1_genomic,1096,3999,0.0879397870694559,518,0.0227737517676686,474,Fermentation
GCA_003270665.1_ASM327066v1_genomic,1094,3994,0.0879398747951279,491,0.0227737517676687,467,Fermentation
GCA_003270695.1_ASM327069v1_genomic,1094,3987,0.0879398429364092,502,0.0227737517676687,493,Wine
GCA_003270705.1_ASM327070v1_genomic,1094,3986,0.085810808152391,500,0.016757225487293,481,Wine
GCA_003270715.1_ASM327071v1_genomic,1093,3985,0.0879398429364088,499,0.0227737517676686,483,Fermentation
GCA_003270765.1_ASM327076v1_genomic,1091,3986,0.0879398747951286,475,0.0227737517676686,478,Fermentation
GCA_003270815.1_ASM327081v1_genomic,1095,3988,0.0879397870694559,487,0.0227737517676687,495,Fermentation
GCA_003270825.1_ASM327082v1_genomic,1092,3989,0.0879397870694558,530,0.0227737517676687,482,Fermentation
GCA_003270835.1_ASM327083v1_genomic,1093,3989,0.087939874795128,497,0.0227737517676686,475,Fermentation
GCA_003270855.1_ASM327085v1_genomic,1100,4000,0.0879397870694553,479,0.0227737517676687,469,Fermentation
GCA_003270935.1_ASM327093v1_genomic,1094,3987,0.0879397870694555,508,0.0227737517676686,474,Fermentation
GCA_003270945.1_ASM327094v1_genomic,1096,3988,0.087939874795128,493,0.0227737517676686,441,Wild
GCA_003270955.1_ASM327095v1_genomic,1093,3986,0.0879398429364078,476,0.0227737517676687,477,Wild
GCA_003270985.1_ASM327098v1_genomic,1098,3986,0.0879398747951286,475,0.0227737517676686,478,Wild
GCA_003271045.1_ASM327104v1_genomic,1095,3999,0.0879397870694559,518,0.0227737517676686,474,Fermentation
GCA_003271085.1_ASM327108v1_genomic,1095,3997,0.0879397870694551,490,0.0227737517676687,490,Wine
GCA_003271115.1_ASM327111v1_genomic,1096,3999,0.0879397870694559,518,0.0227737517676686,474,Fermentation
GCA_003271125.1_ASM327112v1_genomic,1097,3999,0.0879397870694559,518,0.0227737517676686,474,Wine
GCA_003271135.1_ASM327113v1_genomic,1095,3986,0.0879397870694556,507,0.0227737517676687,488,Wine
GCA_003271225.1_ASM327122v1_genomic,1098,3986,0.0879397870694558,492,0.0227737517676687,451,Fermentation
GCA_003271245.1_ASM327124v1_genomic,1091,3984,0.0879398747951278,466,0.0227737517676687,461,Fermentation
GCA_003271255.1_ASM327125v1_genomic,1090,3984,0.0879398747951284,499,0.0227737517676686,473,Fermentation
GCA_003271315.1_ASM327131v1_genomic,1094,3983,0.0879398747951289,468,0.0227737517676686,471,Fermentation
GCA_003271355.1_ASM327135v1_genomic,1098,3999,0.0879398747951283,488,0.0227737517676686,483,Fermentation
GCA_003271365.1_ASM327136v1_genomic,1094,3997,0.0879398747951276,468,0.0227737517676687,457,Fermentation
GCA_003271395.1_ASM327139v1_genomic,1097,4000,0.0879397870694553,479,0.0227737517676687,469,Fermentation
GCA_003271425.1_ASM327142v1_genomic,1095,3984,0.0879398747951284,469,0.0227737517676686,488,Fermentation
GCA_003271475.1_ASM327147v1_genomic,1098,3988,0.0879397870694553,506,0.0227737517676688,475,Fermentation
GCA_003271505.1_ASM327150v1_genomic,1092,3910,0.0,125,0.0,113,Fermentation
GCA_003271535.1_ASM327153v1_genomic,1098,3989,0.0879398747951286,464,0.0227737517676687,471,Fermentation
GCA_003271545.1_ASM327154v1_genomic,1099,3990,0.0879398747951289,478,0.0227737517676686,462,Fermentation
GCA_003271555.1_ASM327155v1_genomic,1093,3984,0.0879397870694562,505,0.0227737517676685,472,Fermentation
GCA_003271565.1_ASM327156v1_genomic,1096,3988,0.0879397870694555,497,0.0227737517676686,449,Fermentation
GCA_003271645.1_ASM327164v1_genomic,1088,3982,0.087939787069456,517,0.0227737517676686,490,Fermentation
GCA_003271675.1_ASM327167v1_genomic,1089,3982,0.0879398747951282,479,0.0227737517676687,442,Fermentation
GCA_003271695.1_ASM327169v1_genomic,1098,3996,0.0879398747951269,492,0.0227737517676687,481,Fermentation
