,pearson correlation coefficient,rxnName,subsystem,p_value
r_1900,,L-lysine exchange,Exchange reaction,
r_3605,,"phosphate transport, cytoplasm-cell envelope","Transport [c, ce]",0.5281143639164303
r_0174,,"aldehyde dehydrogenase (acetylaldehyde, NAD)",Glycolysis / gluconeogenesis,0.11753809055198619
r_1586,,2-oxoglutarate exchange,Exchange reaction,
r_3930,,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-nucleus","Transport [erm, n]",
r_2233,,peroxisomal acyl-CoA thioesterase (6:0),Biosynthesis of unsaturated fatty acids,0.6727166057949061
r_4046,,non-growth associated maintenance reaction,Growth,
r_2314,,"dihydroxyacetone phosphate acyltransferase (18:0), ER membrane",Glycerolipid metabolism,0.06886211720963409
r_3469,,"IPC synthase (PI (1-16:1, 2-16:1) ceramide-2 (C26))",Sphingoglycolipid metabolism,0.6676528434996294
r_0090,,6-phosphofructo-2-kinase,Fructose and mannose metabolism,0.1187315738078166
r_3341,,"PA kinase (1-16:1, 2-16:1), vacuolar membrane",Glycerolipid metabolism,
r_3941,,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) transport, vacuolar membrane-Golgi membrane","Transport [vm, gm]",
r_3946,,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) transport, vacuolar membrane-Golgi membrane","Transport [vm, gm]",
r_3537,,"phosphate transport, cytoplasm-ER membrane","Transport [c, erm]",
r_3652,,"ADP transport, cytoplasm-vacuolar membrane","Transport [c, vm]",
r_4507,,glycerone exchange,Exchange reaction,
r_1212,,L-lysine transport,"Transport [c, v]",0.24031037033754163
r_3969,,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [cytoplasm] SLIME rxn",SLIME reaction,
r_0013,,"2,3-diketo-5-methylthio-1-phosphopentane degradation reaction",Cysteine and methionine metabolism,0.5505242609085604
r_4330,,Pyridoxine:NADP+ 4-oxidoreductase,Vitamin b6 metabolism,0.15446897885746785
r_3840,,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-vacuolar membrane","Transport [erm, vm]",
r_3080,,"LPI phospholipase B (18:0), cell envelope",Glycerophospholipid metabolism,0.33697593336429704
r_1187,,L-asparagine transport,"Transport [c, v]",0.900426579269365
r_2345,,"PA phosphatase (1-16:0, 2-18:1), ER membrane",Glycerolipid metabolism,0.46012621730263603
r_0734,,methylisocitrate lyase,Propanoate metabolism,0.39663949463195863
r_4406,,D-O-Phosphoserine transport in/out via proton symport,"Transport [c, e]",
r_2876,,"PI 3-P 5-kinase (1-16:0, 2-16:1), vacuolar membrane",Inositol phosphate metabolism,0.2544911506874419
r_3029,,"PC phospholipase B (1-18:1, 2-18:1), ER membrane",Glycerophospholipid metabolism,0.555002308915687
r_2382,,"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), ER membrane",Glycerolipid metabolism,0.5797095127448874
r_3486,,"IPC synthase (PI (1-18:0, 2-16:1) ceramide-3 (C26))",Sphingoglycolipid metabolism,0.7268177256810983
r_0105,,acetyl-CoA C-acyltransferase (lauroyl-CoA),Fatty acid degradation,0.5164170052979519
r_3982,,"phosphatidyl-L-serine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3719,,"lanosterol transport, ER membrane-lipid particle","Transport [erm, lp]",
r_0883,,phosphoadenylyl-sulfate reductase (thioredoxin),Sulfur metabolism,0.47544762499950743
r_3472,,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-2 (C26))",Sphingoglycolipid metabolism,0.26395025507244496
r_3197,,"PI 4,5-P2 phosphatase (1-16:1, 2-18:1), cell envelope",Inositol phosphate metabolism,0.4168952049316766
r_3215,,"PI 4,5-P2 phosphatase (1-18:1, 2-18:1), ER membrane",Inositol phosphate metabolism,0.5993152362766433
r_3038,,"PC phospholipase B (1-16:0, 2-18:1), cell envelope",Glycerophospholipid metabolism,0.25930207972551833
r_3459,,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-2' (C26))",Sphingoglycolipid metabolism,0.8827360434102393
r_3503,,"IPC synthase (PI (1-18:1, 2-16:1) ceramide-4 (C26))",Sphingoglycolipid metabolism,0.8625940490749164
r_1087,,valine transaminase,"Valine, leucine and isoleucine metabolism",0.09418002761095517
r_0161,,alcohol acetyltransferase (isobutyl alcohol),Complex alcohol metabolism,0.9113632757784281
r_1040,,threonine aldolase,"Glycine, serine and threonine metabolism",0.5639277577028775
r_0172,,"aldehyde dehydrogenase (3-aminopropanal, NAD)",Beta-alanine metabolism,0.8593277821642982
r_2442,,"CDP-diacylglycerol synthase (1-18:0, 2-16:1), mitochondrial membrane",Glycerophospholipid metabolism,0.4485795357670509
r_0182,,"aldehyde dehydrogenase (isobutyl alcohol, NAD)",Complex alcohol metabolism,0.5169189536137277
r_2878,,"PI 3-P 5-kinase (1-18:0, 2-16:1), vacuolar membrane",Inositol phosphate metabolism,0.7143469843802324
r_3938,,"cerotic acid transport, ER membrane-ER","Transport [erm, er]",
r_4188,,Glutathione-specific gamma-glutamylcyclotransferase (Gamma-GCG) (EC 4.3.2.-),Glutathione metabolism,0.5845186535288244
r_4459,,MAN1P transport in/out via proton symport,"Transport [c, e]",
r_3273,,"TAG lipase (1-18:0, 2-16:1, 3-16:1), lipid particle",Glycerolipid metabolism,0.475408952970001
r_1777,,myristate (n-C14:0) transport,"Transport [c, e]",
r_4493,,Acetoacetate transport via diffusion,"Transport [c, e]",0.9709938461882938
r_1121,,ceramide-2' (sphinganine:n-C24:0OH) transport,"Transport [er, g]",
r_2371,,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), ER membrane",Glycerolipid metabolism,0.8578429979895593
r_1827,,H+ diffusion,"Transport [c, lp]",
r_2417,,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), lipid particle",Glycerolipid metabolism,0.41708740492065227
r_3235,,"DGPP phosphatase (1-18:1, 2-16:1), Golgi membrane",Glycerolipid metabolism,0.9993964731973789
r_1654,,ammonium exchange,Exchange reaction,
r_1631,,acetaldehyde exchange,Exchange reaction,
r_1630,,9H-xanthine exchange,Exchange reaction,
r_0806,,nucleoside triphosphatase,Pyrimidine metabolism,0.340112864023983
r_0130,,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:zymosterol), ER membrane",Steroid biosynthesis,0.8012475309646139
r_3675,,"diglyceride (1-18:1, 2-16:1) transport, mitochondrial membrane-cytoplasm","Transport [c, mm]",
r_1994,,palmitoleate exchange,Exchange reaction,
r_2063,,tetracosanoyl-CoA transport,"Transport [c, er]",
r_2871,,"PI 4-P 5-kinase (1-18:1, 2-16:1), cell envelope",Inositol phosphate metabolism,0.6530672111099799
r_3855,,"phosphatidylethanolamine (1-18:0, 2-16:1) transport, vacuolar membrane-ER membrane","Transport [erm, vm]",
r_3449,,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-2' (C24))",Sphingoglycolipid metabolism,0.4928799221765849
r_1896,,L-homoserine exchange,Exchange reaction,
r_3570,,"sn-glycero-3-phosphocholine transport, ER membrane-cytoplasm","Transport [c, erm]",
r_1004,,sphingoid base-phosphate phosphatase (phytosphingosine 1-phosphate),Sphingolipid metabolism,0.1300185246164484
r_4038,,"triglyceride transport, ER membrane-cytoplasm","Transport [c, erm]",
r_3648,,"H2O transport, cytoplasm-vacuolar membrane","Transport [c, vm]",
r_0206,,arginase,Arginine biosynthesis,0.7597664137931543
r_3879,,"phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-cell envelope","Transport [ce, erm]",
r_2347,,"PA phosphatase (1-16:1, 2-18:1), ER membrane",Glycerolipid metabolism,0.9661539631053193
r_1079,,uridylate kinase (dUMP),Pyrimidine metabolism,0.20405420507933308
r_0003,,"(R,R)-butanediol dehydrogenase",Butanoate metabolism,0.5193119009138097
r_3763,,"phosphatidate (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane","Transport [erm, mm]",
r_2115,,"alcohol dehydrogenase, (acetaldehyde to ethanol)",Glycolysis / gluconeogenesis,0.4829621654128693
r_1672,,carbon dioxide exchange,Exchange reaction,
r_3023,,"PC phospholipase B (1-16:1, 2-16:1), ER membrane",Glycerophospholipid metabolism,0.38603171880654863
r_3908,,"phosphatidate (1-16:1, 2-18:1) transport, cell envelope-ER membrane","Transport [ce, erm]",
r_3328,,"PE phospholipase A2 (1-16:0, 2-18:1), lipid particle",Glycerolipid metabolism,0.8750077733542934
r_2872,,"PI 4-P 5-kinase (1-16:0, 2-18:1), cell envelope",Inositol phosphate metabolism,0.07003513492983558
r_4555,,acetoacetate exchange,Exchange reaction,
r_3777,,"phosphatidylethanolamine (1-16:0, 2-18:1) transport, mitochondrial membrane-ER membrane","Transport [erm, mm]",
r_1871,,L-1-pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-hydroxyglutamate semialdehyde,Arginine and proline metabolism,
r_2842,,"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), Golgi membrane",Inositol phosphate metabolism,0.5572530418806875
r_3907,,"phosphatidate (1-16:0, 2-18:1) transport, cell envelope-ER membrane","Transport [ce, erm]",
r_3847,,"phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-vacuolar membrane","Transport [erm, vm]",
r_2405,,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), lipid particle",Glycerolipid metabolism,0.4062533546854005
r_2384,,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), ER membrane",Glycerolipid metabolism,0.6866399311473901
r_0472,,glutamate synthase (NADH2),"Alanine, aspartate and glutamate metabolism",0.10894030290583766
r_3789,,"diglyceride (1-16:0, 2-16:1) transport, ER membrane-Golgi membrane","Transport [erm, gm]",
r_1188,,L-aspartate transport,"Transport [c, v]",0.08784227462021318
r_0525,,GTP cyclohydrolase II,Riboflavin metabolism,0.11896934574581254
r_3992,,"phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3669,,"carbon dioxide transport, cytoplasm-mitochondrial membrane","Transport [c, mm]",
r_4584,,long-chain-fatty-acid---CoA ligase,Fatty acid biosynthesis,
r_1567,,2-dehydro-3-deoxy-D-arabino-heptonate7-phohsphate transport,"Transport [c, m]",
r_3461,,"IPC synthase (PI (1-16:1, 2-16:1) ceramide-2 (C24))",Sphingoglycolipid metabolism,0.9208338907625677
r_2322,,"dihydroxyacetone phosphate acyltransferase (18:0), lipid particle",Glycerolipid metabolism,0.8964387891680579
r_1765,,ethyl acetate exchange,Exchange reaction,
r_2280,,3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-octadec-9-enoyl-CoA),Fatty acid degradation,0.5109370941756491
r_3497,,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-4 (C24))",Sphingoglycolipid metabolism,0.3951285127554187
r_0488,,glycerol kinase,Glycerolipid metabolism,0.45913879443724087
r_3439,,"IPC synthase (PI (1-18:1, 2-16:1) ceramide-1 (C26))",Sphingoglycolipid metabolism,0.32656433347602093
r_1238,,orntithine transport,"Transport [c, e]",0.1671895100332088
r_3276,,"TAG lipase (1-18:1, 2-16:1, 3-16:0), lipid particle",Glycerolipid metabolism,0.9007843018182025
r_3814,,"phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane","Transport [erm, gm]",0.9527944571929527
r_0801,,nucleoside diphosphate kinase,Purine metabolism,0.8082012162398713
r_4529,,phosphoenolpyruvate exchange,Exchange reaction,
r_3859,,"phosphatidylethanolamine (1-18:0, 2-18:1) transport, vacuolar membrane-ER membrane","Transport [erm, vm]",
r_1615,,5'-nucleotidase (dCMP),Pyrimidine metabolism,
r_1123,,ceramide-3 (Phytosphingosine:n-C24:0OH) transport,"Transport [er, g]",
r_3034,,"PC phospholipase B (1-16:0, 2-16:1), cell envelope",Glycerophospholipid metabolism,0.32345207421087857
r_2289,,acetyl-CoA C-acyltransferase (cis-tetradec-7-enoyl-CoA),Fatty acid degradation,0.23999181557139537
r_2302,,"delta(3,5)-delta(2,4)-dienoyl-CoA isomerase (trans-3,cis-5-tetradecadienoyl-CoA)",Fatty acid degradation,0.8016680191976442
r_4523,,2-phospho-D-glyceric acid exchange,Exchange reaction,
r_2095,,water diffusion,"Transport [c, g]",
r_1633,,acetaldehyde transport,"Transport [c, e]",
r_4548,,AMP exchange,Exchange reaction,
r_3793,,"diglyceride (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane","Transport [erm, gm]",
r_3768,,"phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane","Transport [erm, mm]",
r_0273,,choline kinase,Glycerophospholipid metabolism,0.14277972782551918
r_3733,,"phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-lipid particle","Transport [erm, lp]",
r_2311,,"glycerol-3-phosphate acyltransferase (18:1), ER membrane",Glycerolipid metabolism,0.23564210781561
r_0063,,3-methyl-2-oxobutanoate hydroxymethyltransferase,Pantothenate and coa biosynthesis,0.31867111437191026
r_3030,,"LPC phospholipase B (16:0), ER membrane",Glycerophospholipid metabolism,0.9124904108751711
r_1788,,fecosterol exchange,Exchange reaction,
r_1030,,tetrahydrofolate aminomethyltransferase,One carbon pool by folate,0.4283372240745572
r_2073,,thymidine exchange,Exchange reaction,
r_0135,,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:zymosterol), ER membrane",Steroid biosynthesis,0.43071235900338245
r_1868,,isobutyl alcohol transport,"Transport [c, e]",
r_0162,,alcohol acetyltransferase (phenylethanol alcohol),Complex alcohol metabolism,0.19158880028574712
r_3473,,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-2 (C26))",Sphingoglycolipid metabolism,0.3574593377450931
r_2089,,UMP transport,"Transport [c, n]",
r_2873,,"PI 4-P 5-kinase (1-16:1, 2-18:1), cell envelope",Inositol phosphate metabolism,0.4104215510382635
r_0128,,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane",Steroid biosynthesis,0.6660581286568159
r_1641,,"adenosine 3',5'-bismonophosphate exchange",Exchange reaction,
r_2441,,"CDP-diacylglycerol synthase (1-16:1, 2-16:1), mitochondrial membrane",Glycerophospholipid metabolism,0.0807114593254486
r_4538,,6-phospho-D-gluconate exchange,Exchange reaction,
r_2408,,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), lipid particle",Glycerolipid metabolism,0.4742283740960244
r_3208,,"PI 4,5-P2 phosphatase (1-16:0, 2-16:1), ER membrane",Inositol phosphate metabolism,0.7245418082549958
r_2443,,"CDP-diacylglycerol synthase (1-18:1, 2-16:1), mitochondrial membrane",Glycerophospholipid metabolism,0.3435274203138197
r_4497,,3-oxalomalate(3-) exchange,Exchange reaction,
r_2239,,acyl-CoA oxidase (icosanoyl-CoA),Fatty acid degradation,0.12624993288308164
r_2331,,"acyl dhap reductase (18:1), lipid particle",Glycerophospholipid metabolism,0.17003279064777216
r_0731,,methylenetetrahydrofolate dehydrogenase (NAD),One carbon pool by folate,0.22952634687000067
r_1120,,carnithine-acetylcarnithine carrier,"Transport [c, m]",0.5651966515695702
r_3041,,"PC phospholipase B (1-18:1, 2-18:1), cell envelope",Glycerophospholipid metabolism,0.8538388087770331
r_4466,,CMP transport in/out via proton symport,"Transport [c, e]",
r_4475,,N-acetyl-L-glutamate transport,"Transport [c, e]",
r_1867,,isobutyl acetate exchange,Exchange reaction,
r_3667,,"ADP transport, cytoplasm-Golgi membrane","Transport [c, gm]",
r_3198,,"PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope",Inositol phosphate metabolism,0.5511786804387621
r_2539,,"phosphatidylglycerolphosphate synthase (1-18:1, 2-16:1), mitochondrial membrane",Glycerophospholipid metabolism,0.7652119434196443
r_3502,,"IPC synthase (PI (1-18:0, 2-16:1) ceramide-4 (C26))",Sphingoglycolipid metabolism,0.4033429062954518
r_2402,,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), lipid particle",Glycerolipid metabolism,0.3077229841529373
r_3662,,"H2O transport, cytoplasm-Golgi membrane","Transport [c, gm]",
r_0077,,5'-nucleotidase (IMP),Purine metabolism,0.881963847119413
r_1591,,2-phenylethanol transport,"Transport [c, m]",
r_3278,,"TAG lipase (1-18:1, 2-16:1, 3-18:0), lipid particle",Glycerolipid metabolism,0.6731180543872216
r_1568,,2-dehydropantoate transport,"Transport [c, m]",
r_0308,,cystathionine b-lyase,Cysteine and methionine metabolism,0.3415796317394937
r_3955,,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cell envelope","Transport [vm, ce]",
r_3661,,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) transport, vacuolar membrane-cytoplasm","Transport [c, vm]",
r_2534,,"cholinephosphotransferase (1-18:0, 2-18:1), ER membrane",Glycerophospholipid metabolism,0.7100608347160046
r_4473,,L-alanylglycine transport via proton antiport,"Transport [c, e]",0.7144790839254306
r_4016,,"triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3772,,"phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-mitochondrial membrane","Transport [erm, mm]",
r_4476,,N-acetyl-L-glutamate transport,"Transport [c, m]",
r_0082,,"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase",Inositol phosphate metabolism,0.27686034451868363
r_4611,,UMP transport,"Transport [c, g]",
r_3436,,"IPC synthase (PI (1-16:0, 2-16:1) ceramide-1 (C26))",Sphingoglycolipid metabolism,0.48196918078749645
r_0184,,"aldehyde dehydrogenase (isobutyl alcohol, NADP)",Complex alcohol metabolism,0.5686193891006348
r_2855,,"phosphatidylinositol 3-kinase (1-18:1, 2-16:1), vacuolar membrane",Inositol phosphate metabolism,0.25939409944520125
r_4037,,"triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_0133,,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:fecosterol), ER membrane",Steroid biosynthesis,0.5077929333511627
r_3720,,"zymosterol transport, ER membrane-lipid particle","Transport [erm, lp]",
r_1750,,dTTP uniport,"Transport [c, e]",
r_4607,,phosphate transport,"Transport [c, g]",
r_2341,,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:1, 2-18:1), lipid particle",Glycerolipid metabolism,0.3622949218061185
r_3134,,"PI 3-P phosphatase (1-18:0, 2-18:1), ER membrane",Inositol phosphate metabolism,0.7945164241545111
r_3325,,"PE phospholipase A2 (1-16:1, 2-16:1), lipid particle",Glycerolipid metabolism,0.8702486435064123
r_0964,,reduced glutathione via ABC system,"Transport [c, v]",0.4519950085222058
r_2394,,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), ER membrane",Glycerolipid metabolism,0.15405932964184185
r_3601,,"ATP transport, cytoplasm-cell envelope","Transport [c, ce]",
r_2184,,octanoate (n-C8:0) transport,"Transport [c, e]",
r_4701,,L-cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming),Sulfur metabolism,
r_3155,,"PI 4-P phosphatase (1-18:1, 2-16:1), cytoplasm",Inositol phosphate metabolism,0.6252919022473832
r_2845,,"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), nucleus",Inositol phosphate metabolism,0.6995780892175266
r_3147,,"PI 4-P phosphatase (1-18:1, 2-16:1), cell envelope",Inositol phosphate metabolism,0.6159177906861115
r_1841,,hypoxanthine exchange,Exchange reaction,
r_1695,,CO2 transport,"Transport [c, p]",
r_2052,,spermine exchange,Exchange reaction,
r_2330,,"acyl dhap reductase (18:0), lipid particle",Glycerophospholipid metabolism,0.4398601298756589
r_0544,,homocysteine S-methyltransferase,Cysteine and methionine metabolism,0.44369740186942325
r_2244,,acyl-CoA oxidase (cis-dodec-5-enoyl-CoA),Fatty acid degradation,0.10332370894153861
r_1560,,"1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion","Transport [c, n]",
r_3451,,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-2' (C24))",Sphingoglycolipid metabolism,0.3162208245257147
r_2865,,"PI 4-P 5-kinase (1-16:1, 2-18:1), nucleus",Inositol phosphate metabolism,0.07390441024651634
r_3923,,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, cell envelope-ER membrane","Transport [ce, erm]",
r_0187,,"aldehyde dehydrogenase (tryptophol, NAD)",Tyrosine metabolism,0.3023021062174042
r_3867,,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) transport, vacuolar membrane-ER membrane","Transport [erm, vm]",
r_2080,,trehalose vacuolar transport,"Transport [c, v]",
r_2542,,"PGP phosphatase (1-16:0, 2-16:1), mitochondrial membrane",Glycerophospholipid metabolism,0.88869531728256
r_1975,,nucleoside-triphosphatase (dGTP),Purine metabolism,
r_3332,,"PA kinase (1-16:0, 2-16:1), Golgi membrane",Glycerolipid metabolism,
r_3976,,palmitoleate [cytoplasm] SLIME rxn,SLIME reaction,
r_1724,,ADP deamination,Purine metabolism,
r_3505,,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-4 (C26))",Sphingoglycolipid metabolism,0.35466317828723815
r_4163,,Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2),"Transport [c, v]",0.4519953765861444
r_4205,,5-oxo-L-proline amidohydrolase (ATP-hydrolysing),Glutathione metabolism,0.8617321152644407
r_3521,,"icosanoyl-CoA transport, cytoplasm-ER membrane","Transport [c, erm]",
r_1200,,"L-histidine transport, vacuolar","Transport [c, v]",0.11684487512169672
r_0334,,dephospho-CoA kinase,Pantothenate and coa biosynthesis,0.3191993833980365
r_0168,,"aldehyde dehydrogenase (2-methylbutanol, NADP)",Complex alcohol metabolism,0.8043708990817531
r_2512,,"DAG kinase (1-16:0, 2-16:1), ER membrane",Glycerophospholipid metabolism,0.9823494503294418
r_1798,,fumarate exchange,Exchange reaction,
r_3507,,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-4 (C26))",Sphingoglycolipid metabolism,0.5564365816933561
r_3794,,"diglyceride (1-16:1, 2-18:1) transport, ER membrane-Golgi membrane","Transport [erm, gm]",
r_3455,,"IPC synthase (PI (1-18:1, 2-16:1) ceramide-2' (C26))",Sphingoglycolipid metabolism,0.13474529270009553
r_3547,,"S-adenosyl-L-methionine transport, cytoplasm-ER membrane","Transport [c, erm]",
r_1650,,trehalose exchange,Exchange reaction,
r_2457,,"PI synthase (1-18:1, 2-16:1), ER membrane",Inositol phosphate metabolism,0.5749416190613907
r_0656,,isoamyl acetate-hydrolyzing esterase,Complex alcohol metabolism,0.6550755234618911
r_3156,,"PI 4-P phosphatase (1-16:0, 2-18:1), cytoplasm",Inositol phosphate metabolism,0.46691054445532754
r_2409,,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), lipid particle",Glycerolipid metabolism,0.8829743809444724
r_1251,,putrescine transport,"Transport [c, e]",0.6928667240888193
r_0797,,nucleoside diphosphate kinase,Pyrimidine metabolism,0.7937687862532866
r_1754,,"ergosta-5,6,22,24,(28)-tetraen-3beta-ol transport","Transport [c, er]",
r_1174,,glycogen vacuolar 'transport' via autophagy,"Transport [c, v]",
r_4026,,"triglyceride (1-18:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_1851,,IPC transport,"Transport [er, g]",
r_3856,,"phosphatidylethanolamine (1-18:1, 2-16:1) transport, vacuolar membrane-ER membrane","Transport [erm, vm]",
r_3986,,"phosphatidyl-L-serine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_4293,,4-aminobutanal:NAD+ 1-oxidoreductase; 4-aminobutyraldehyde:NAD+ oxidoreductase,Arginine and proline metabolism,0.5087803527926109
r_4202,,L-methionine:oxidized-thioredoxin S-oxidoreductase,Cysteine and methionine metabolism,0.10877251895082424
r_4543,,3-phosphonato-D-glycerate(3-) exchange,Exchange reaction,
r_1198,,L-glutamine transport,"Transport [c, v]",0.6002931112747313
r_3484,,"IPC synthase (PI (1-16:0, 2-16:1) ceramide-3 (C26))",Sphingoglycolipid metabolism,0.4653946546783607
r_2193,,myristate exchange,Exchange reaction,
r_4521,,choline phosphate exchange,Exchange reaction,
r_0716,,malate synthase,Pyruvate metabolism,0.4948617503433093
r_2823,,"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), cell envelope",Inositol phosphate metabolism,0.10504715716442974
r_3540,,"CMP transport, cytoplasm-ER membrane","Transport [c, erm]",
r_2055,,stearate exchange,Exchange reaction,
r_2049,,sodium exchange,Exchange reaction,
r_0191,,allophanate hydrolase,Arginine biosynthesis,0.8887808491902144
r_3504,,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-4 (C26))",Sphingoglycolipid metabolism,0.5413724096213824
r_1734,,deoxyuridine kinase (ATP:deoxyuridine),Pyrimidine metabolism,
r_2438,,"CDP-diacylglycerol synthase (1-18:0, 2-18:1), ER membrane",Glycerophospholipid metabolism,0.9411189201425069
r_3819,,"phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane","Transport [erm, gm]",0.8978457419127138
r_3943,,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) transport, vacuolar membrane-Golgi membrane","Transport [vm, gm]",
r_3315,,"lysoPE (1-18:1) oleoyl-CoA acyltransferase, lipid particle",Glycerolipid metabolism,0.7527773467881008
r_4203,,Vacuolar aminopeptidase 1 (EC 3.4.11.22) (Aminopeptidase yscI) (Leucine aminopeptidase IV) (LAPIV) (Lysosomal aminopeptidase III) (Polypeptidase) (Vacuolar aminopeptidase I),Dipeptidases,0.30469748053664025
r_3468,,"IPC synthase (PI (1-16:0, 2-16:1) ceramide-2 (C26))",Sphingoglycolipid metabolism,0.3217907934456698
r_3152,,"PI 4-P phosphatase (1-16:0, 2-16:1), cytoplasm",Inositol phosphate metabolism,0.4645549893900571
r_0649,,IPS phospholipase C,Sphingolipid metabolism,0.5991384576042323
r_3739,,"phosphatidylethanolamine (1-16:0, 2-16:1) transport, ER membrane-lipid particle","Transport [erm, lp]",
r_3934,,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-nucleus","Transport [erm, n]",
r_4470,,Dihydroxyacetone transport via facilitated diffusion,"Transport [c, e]",
r_3174,,"PI 4-P phosphatase (1-18:0, 2-18:1), Golgi membrane",Inositol phosphate metabolism,0.21805251764172467
r_0126,,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol), ER membrane",Steroid biosynthesis,0.23043847927096622
r_3314,,"lysoPE (1-18:0) oleoyl-CoA acyltransferase, lipid particle",Glycerolipid metabolism,0.5585197088052679
r_0654,,IPS phospholipase C,Sphingolipid metabolism,0.24944050030631654
r_4019,,"triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3732,,"phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-lipid particle","Transport [erm, lp]",
r_3075,,"PI phospholipase B (1-16:1, 2-18:1), cell envelope",Glycerophospholipid metabolism,0.34613121323024565
r_3144,,"PI 4-P phosphatase (1-16:0, 2-16:1), cell envelope",Inositol phosphate metabolism,0.6984561833466737
r_2134,,14-demethyllanosterol exchange,Exchange reaction,
r_3877,,"phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-cell envelope","Transport [ce, erm]",
r_1579,,2-methylbutanal transport,"Transport [c, m]",
